iter	Logloss
965	0.1546999959
966	0.1546858521
967	0.154663446
968	0.1546513021
969	0.1546293477
970	0.1546046285
971	0.154591333
972	0.1545863424
973	0.154561143
974	0.1545352539
975	0.1545225993
976	0.1545059245
977	0.1544822469
978	0.1544701375
979	0.154450293
980	0.1544227641
981	0.1544052205
982	0.1543946777
983	0.1543821147
984	0.154358549
985	0.1543433512
986	0.1543072917
987	0.1542769328
988	0.1542590617
989	0.1542409993
990	0.1542239868
991	0.1541932678
992	0.1541727559
993	0.1541540059
994	0.1541370809
995	0.1541224915
996	0.1541043518
997	0.1540884501
998	0.154081602
999	0.1540661682
